slice,total_samples,final_answer_correct_count,final_answer_accuracy,reasoning_success_count,reasoning_success_rate,answer_accuracy_among_successful_reasoning,theorem_selection_labeled_steps,theorem_selection_top1_accuracy,theorem_selection_top3_accuracy,theorem_selection_top5_accuracy
all,7624,453,0.05941762854144806,4971,0.6520199370409234,0.09112854556427279,13578,0.12152010605391074,0.263219914567683,0.3552069524230373
